Id,SalePrice
1890,108116.19
1891,116087.65
1892,81630.69
1893,111005.27
1894,114228.58
1895,122697.266
1896,107778.11
1897,107237.375
1898,103896.97
1899,135932.56
1900,126835.51
1901,135264.25
1902,117935.91
1903,173616.77
1904,124110.45
1905,180447.53
1906,147585.28
1907,200542.4
1908,91462.35
1909,121761.0
1910,110931.195
1911,184432.44
1912,296241.1
1913,148033.83
1914,61999.21
1915,268638.94
1916,58926.78
1917,231955.97
1918,120551.49
1919,153287.47
1920,137552.61
1921,380480.78
1922,275603.97
1923,208767.55
1924,212211.75
1925,178779.5
1926,365512.03
1927,117736.44
1928,138793.77
1929,107619.94
1930,115626.016
1931,114570.39
1932,113273.73
1933,159835.22
1934,154865.88
1935,143591.94
1936,157814.36
1937,162437.0
1938,152289.64
1939,202721.83
1940,163725.22
1941,148437.3
1942,159895.3
1943,175961.1
1944,264679.44
1945,290031.78
1946,149452.92
1947,234605.62
1948,181943.31
1949,198271.8
1950,154950.39
1951,220026.53
1952,178197.67
1953,150332.06
1954,162942.64
1955,115264.234
1956,262154.75
1957,137288.8
1958,248199.3
1959,123980.086
1960,82617.35
1961,101553.305
1962,86715.5
1963,97770.55
1964,92526.64
1965,127822.26
1966,115908.21
1967,226402.55
1968,368967.38
1969,311642.25
1970,383395.47
1971,424419.06
1972,393954.47
1973,229001.86
1974,258997.78
1975,425697.6
1976,229717.56
1977,297916.06
1978,290841.7
1979,293589.44
1980,161816.52
1981,297860.94
1982,181712.67
1983,166676.34
1984,147462.61
1985,198280.12
1986,191356.67
1987,152013.06
1988,151778.97
1989,165640.33
1990,180943.48
1991,181762.6
1992,189366.61
1993,141904.81
1994,200337.11
1995,155982.9
1996,226463.88
1997,235546.31
1998,275606.6
1999,212793.39
2000,249992.84
2001,221890.16
2002,186574.1
2003,217437.83
2004,247538.36
2005,170297.34
2006,180694.48
2007,212614.06
2008,182392.92
2009,168587.05
2010,172189.12
2011,121628.234
2012,150254.38
2013,147349.3
2014,158348.05
2015,196960.48
2016,161485.98
2017,164268.56
2018,112132.055
2019,116903.67
2020,102057.39
2021,80370.01
2022,154914.19
2023,131754.84
2024,223337.62
2025,308164.84
2026,157864.94
2027,140198.08
2028,123225.67
2029,141528.55
2030,235516.66
2031,197856.62
2032,213246.42
2033,219320.94
2034,143943.06
2035,187335.77
2036,175541.06
2037,184471.83
2038,290872.2
2039,190552.84
2040,270738.7
2041,221495.22
2042,156510.55
2043,143750.6
2044,151692.16
2045,192139.7
2046,123495.555
2047,125857.82
2048,121775.63
2049,124301.99
2050,147891.03
2051,93696.016
2052,101864.664
2053,123748.555
2054,78580.875
2055,128944.016
2056,134708.38
2057,95796.664
2058,192428.34
2059,115749.805
2060,149910.0
2061,140130.17
2062,107779.24
2063,95942.586
2064,120983.85
2065,102467.39
2066,153332.36
2067,110524.84
2068,122436.14
2069,72629.766
2070,90448.26
2071,80466.95
2072,121246.74
2073,123861.195
2074,236664.94
2075,119575.59
2076,104301.125
2077,133398.62
2078,106558.82
2079,109367.06
2080,94914.836
2081,96359.625
2082,116068.27
2083,117908.35
2084,90243.445
2085,92869.3
2086,99275.19
2087,98965.32
2088,79825.37
2089,69995.36
2090,109505.875
2091,88578.43
2092,109371.234
2093,100535.7
2094,94273.875
2095,121826.98
2096,73699.2
2097,79540.55
2098,123360.42
2099,60200.938
2100,68763.24
2101,97188.22
2102,109700.086
2103,82432.64
2104,119105.88
2105,114028.53
2106,57030.977
2107,185956.27
2108,95108.65
2109,89800.875
2110,108903.49
2111,142933.27
2112,116785.445
2113,100346.99
2114,118012.08
2115,144968.86
2116,103473.555
2117,118340.04
2118,103837.53
2119,98551.48
2120,108764.516
2121,204746.0
2122,92416.49
2123,72435.11
2124,145892.42
2125,111181.78
2126,130431.88
2127,142861.03
2128,104504.445
2129,92193.164
2130,117768.445
2131,121284.68
2132,105319.97
2133,105986.09
2134,107219.586
2135,90249.05
2136,70868.56
2137,88020.29
2138,115805.125
2139,129835.67
2140,124316.81
2141,129586.664
2142,109454.82
2143,124487.89
2144,105081.695
2145,120420.04
2146,146779.45
2147,136017.62
2148,115104.734
2149,131834.53
2150,193328.92
2151,95325.5
2152,151792.58
2153,144309.78
2154,83434.016
2155,131054.57
2156,200488.1
2157,191738.1
2158,187810.88
2159,175960.42
2160,152419.25
2161,216307.31
2162,382952.56
2163,338240.0
2164,198089.98
2165,179430.61
2166,123118.77
2167,180816.88
2168,169229.78
2169,164754.3
2170,243306.3
2171,133216.69
2172,122025.695
2173,155303.81
2174,196114.4
2175,263496.25
2176,242657.0
2177,207318.78
2178,185402.02
2179,115918.6
2180,177521.9
2181,161123.72
2182,189174.55
2183,161882.89
2184,102927.32
2185,111029.836
2186,133091.23
2187,133019.9
2188,137520.73
2189,206803.0
2190,68936.06
2191,71089.164
2192,74935.17
2193,89772.79
2194,96510.55
2195,85036.23
2196,73672.71
2197,99777.87
2198,135753.0
2199,143534.56
2200,121689.95
2201,107404.516
2202,170335.36
2203,119161.9
2204,147072.72
2205,91088.13
2206,118305.51
2207,188190.27
2208,221364.28
2209,198398.9
2210,99713.66
2211,98430.68
2212,96953.73
2213,86911.23
2214,117305.61
2215,85143.91
2216,129685.94
2217,59527.83
2218,81191.7
2219,69874.7
2220,70726.164
2221,271511.28
2222,222178.56
2223,252395.12
2224,180252.16
2225,109477.47
2226,159437.27
2227,171954.12
2228,224672.38
2229,230649.66
2230,127188.73
2231,197737.4
2232,150594.66
2233,155290.94
2234,199417.56
2235,173094.34
2236,234370.81
2237,291954.4
2238,164736.06
2239,86981.29
2240,129763.51
2241,137335.16
2242,110379.375
2243,115253.35
2244,85458.734
2245,83400.28
2246,122311.266
2247,116702.38
2248,105912.23
2249,104223.47
2250,114579.46
2251,118719.17
2252,158021.6
2253,133291.28
2254,145540.14
2255,160543.16
2256,153563.28
2257,176560.19
2258,143611.25
2259,153890.36
2260,137257.64
2261,157820.84
2262,174748.34
2263,282372.34
2264,425882.75
2265,163569.16
2266,241025.94
2267,299743.38
2268,374102.16
2269,132450.53
2270,165900.23
2271,186575.86
2272,178631.56
2273,142422.05
2274,154951.56
2275,155200.33
2276,152218.2
2277,164871.55
2278,120416.82
2279,110468.05
2280,107354.64
2281,151217.23
2282,166879.94
2283,99004.78
2284,100251.25
2285,117439.71
2286,106717.47
2287,276870.06
2288,229341.5
2289,335189.4
2290,419668.88
2291,253872.05
2292,399405.0
2293,417092.94
2294,378205.25
2295,425523.84
2296,239395.78
2297,270173.8
2298,308403.6
2299,326400.9
2300,276773.44
2301,244655.84
2302,201100.11
2303,187114.36
2304,202072.5
2305,166937.56
2306,164035.3
2307,166452.38
2308,188731.25
2309,222876.77
2310,174453.94
2311,165519.05
2312,139873.28
2313,147772.45
2314,142958.48
2315,148394.84
2316,160488.97
2317,181653.42
2318,151390.97
2319,151712.4
2320,150410.36
2321,216564.92
2322,160896.92
2323,153068.92
2324,153416.89
2325,179419.33
2326,142403.98
2327,171516.19
2328,186610.39
2329,159761.16
2330,151031.61
2331,324059.16
2332,384802.06
2333,266227.25
2334,200826.81
2335,212018.77
2336,257286.8
2337,165839.8
2338,214331.5
2339,179133.45
2340,401534.56
2341,181021.5
2342,190549.56
2343,180859.64
2344,180241.84
2345,189430.55
2346,179065.14
2347,166721.5
2348,212670.03
2349,149166.86
2350,246699.38
2351,215948.67
2352,216454.25
2353,219225.17
2354,113031.14
2355,121644.94
2356,126062.27
2357,160970.12
2358,157182.31
2359,112703.055
2360,97453.016
2361,126882.94
2362,231088.23
2363,118530.25
2364,139867.4
2365,203506.34
2366,163570.72
2367,185155.34
2368,174145.1
2369,175357.02
2370,143726.06
2371,140759.69
2372,167834.05
2373,224201.9
2374,252026.16
2375,212789.73
2376,222878.45
2377,288511.75
2378,131423.3
2379,179193.94
2380,128153.52
2381,144446.92
2382,167457.38
2383,165641.9
2384,202102.95
2385,141714.94
2386,116148.88
2387,111698.72
2388,102021.68
2389,104664.03
2390,119816.8
2391,118813.414
2392,96975.086
2393,141671.97
2394,117118.93
2395,175385.11
2396,127935.67
2397,191012.8
2398,115675.43
2399,57884.863
2400,57039.57
2401,100724.19
2402,119916.7
2403,121754.266
2404,132499.55
2405,130436.98
2406,125221.25
2407,106235.13
2408,126056.51
2409,108170.234
2410,151191.28
2411,93135.38
2412,125336.305
2413,105014.47
2414,128950.9
2415,112800.48
2416,102700.04
2417,116737.336
2418,110182.18
2419,96170.51
2420,110012.4
2421,125560.74
2422,94544.88
2423,96161.516
2424,123686.49
2425,218194.78
2426,118582.03
2427,110804.52
2428,142826.16
2429,99140.65
2430,111973.04
2431,95960.16
2432,121985.32
2433,121215.76
2434,121564.914
2435,130272.63
2436,91013.98
2437,92420.55
2438,107556.52
2439,93316.58
2440,97974.77
2441,92704.7
2442,86606.33
2443,112617.96
2444,113906.8
2445,80339.125
2446,122151.56
2447,165833.47
2448,121883.69
2449,98326.54
2450,124814.33
2451,111507.78
2452,183099.81
2453,81943.62
2454,110025.516
2455,120283.914
2456,115186.44
2457,103908.76
2458,113145.89
2459,91944.5
2460,126499.2
2461,103973.89
2462,110784.98
2463,103526.06
2464,158377.66
2465,124239.06
2466,100080.92
2467,131775.45
2468,79176.66
2469,67767.56
2470,176025.89
2471,186830.12
2472,159539.33
2473,91010.85
2474,62046.176
2475,186386.64
2476,88761.086
2477,106655.0
2478,133088.69
2479,91094.56
2480,133715.52
2481,114826.69
2482,108035.17
2483,95852.23
2484,112258.31
2485,111122.42
2486,137639.08
2487,190061.0
2488,139985.64
2489,129904.04
2490,133563.22
2491,88550.055
2492,170550.89
2493,137818.11
2494,138831.5
2495,78793.47
2496,220124.33
2497,131231.17
2498,92348.3
2499,76950.586
2500,107410.97
2501,115514.695
2502,129751.75
2503,79541.23
2504,201809.81
2505,187009.11
2506,231012.0
2507,307365.34
2508,231971.9
2509,187220.03
2510,184760.23
2511,151030.45
2512,171636.94
2513,183199.02
2514,211192.98
2515,122628.25
2516,147501.14
2517,116648.98
2518,125212.055
2519,191757.84
2520,183823.11
2521,160453.77
2522,191658.02
2523,105572.79
2524,116626.62
2525,126297.89
2526,117465.695
2527,101115.42
2528,107288.93
2529,112308.21
2530,109489.79
2531,206138.23
2532,197246.2
2533,164959.31
2534,212700.06
2535,255722.2
2536,205495.61
2537,196262.6
2538,153936.16
2539,164023.1
2540,150855.27
2541,154858.5
2542,137866.62
2543,111414.98
2544,98361.99
2545,124998.484
2546,114620.555
2547,124486.23
2548,132891.1
2549,135211.88
2550,428590.62
2551,117588.31
2552,104979.22
2553,68343.26
2554,85269.055
2555,110897.24
2556,86373.47
2557,89341.305
2558,159271.92
2559,102387.78
2560,128718.555
2561,113297.71
2562,106332.54
2563,117123.84
2564,162203.1
2565,118387.79
2566,134262.17
2567,103569.81
2568,195427.72
2569,180848.27
2570,102564.18
2571,147355.2
2572,133774.7
2573,197650.3
2574,249624.06
2575,117113.57
2576,111287.336
2577,57874.375
2578,74629.07
2579,61971.13
2580,101383.18
2581,116343.01
2582,122741.04
2583,254583.89
2584,153175.81
2585,159911.61
2586,184934.75
2587,171736.81
2588,131200.38
2589,125862.625
2590,179021.77
2591,179150.55
2592,178315.31
2593,192885.83
2594,149649.31
2595,159023.92
2596,255531.56
2597,154880.36
2598,232044.92
2599,303793.1
2600,164485.83
2601,125755.84
2602,71559.805
2603,74080.36
2604,80169.37
2605,63606.87
2606,125153.8
2607,172705.2
2608,177720.44
2609,140163.58
2610,93959.45
2611,116233.21
2612,133257.98
2613,114474.83
2614,109531.77
2615,131558.47
2616,124363.766
2617,159298.95
2618,194822.19
2619,181242.97
2620,151950.89
2621,155152.08
2622,157654.31
2623,212666.8
2624,296513.0
2625,255856.86
2626,146572.02
2627,136505.72
2628,410844.28
2629,427028.0
2630,282350.25
2631,400540.16
2632,382721.1
2633,245680.86
2634,344558.12
2635,136109.89
2636,152921.84
2637,139225.69
2638,228152.14
2639,160434.33
2640,130967.86
2641,94626.25
2642,167282.75
2643,90096.66
2644,114893.29
2645,102681.43
2646,83862.164
2647,95585.86
2648,126853.17
2649,128577.586
2650,122811.06
2651,128250.36
2652,354651.06
2653,207784.34
2654,192712.27
2655,375337.9
2656,276181.25
2657,299475.38
2658,248975.0
2659,249433.69
2660,330545.22
2661,287674.84
2662,307599.34
2663,232690.67
2664,205406.66
2665,273543.2
2666,221752.22
2667,148615.92
2668,153981.97
2669,151548.42
2670,256967.53
2671,157588.77
2672,171824.95
2673,177335.78
2674,179509.0
2675,140225.89
2676,167352.95
2677,172604.75
2678,214112.48
2679,225870.73
2680,233854.17
2681,349395.88
2682,263234.03
2683,409804.16
2684,259244.4
2685,268642.0
2686,210243.27
2687,232171.53
2688,178073.33
2689,172257.12
2690,408558.56
2691,157922.77
2692,118308.11
2693,171025.52
2694,121810.13
2695,165356.86
2696,155759.48
2697,156516.06
2698,204164.55
2699,148484.3
2700,132480.1
2701,138827.92
2702,103194.47
2703,117802.48
2704,118779.42
2705,105155.48
2706,97828.47
2707,115149.64
2708,114694.48
2709,98130.375
2710,108760.36
2711,279101.75
2712,390361.2
2713,154570.19
2714,135240.89
2715,143403.9
2716,132611.92
2717,162296.86
2718,190331.62
2719,136353.23
2720,154056.0
2721,116890.18
2722,144629.7
2723,132297.02
2724,110512.41
2725,113200.07
2726,126707.84
2727,158125.31
2728,158660.95
2729,130712.06
2730,118374.35
2731,114257.234
2732,110862.234
2733,131008.45
2734,132386.62
2735,119325.086
2736,122725.35
2737,98911.54
2738,117819.11
2739,140344.16
2740,118136.055
2741,123612.67
2742,147251.25
2743,127260.914
2744,138351.58
2745,123143.555
2746,113491.93
2747,129752.49
2748,106762.664
2749,115071.586
2750,128169.91
2751,115935.19
2752,182126.28
2753,130508.41
2754,264637.06
2755,117140.83
2756,84899.2
2757,63932.36
2758,80394.38
2759,135578.6
2760,100827.21
2761,124825.516
2762,129318.39
2763,163509.58
2764,135845.98
2765,260613.23
2766,112082.445
2767,76517.29
2768,109230.83
2769,110971.62
2770,118992.58
2771,96599.96
2772,96464.08
2773,147818.4
2774,115655.57
2775,103252.35
2776,118214.61
2777,125748.164
2778,90855.8
2779,101568.31
2780,79623.73
2781,80554.945
2782,81860.51
2783,80335.06
2784,103163.766
2785,116449.34
2786,66167.41
2787,103912.43
2788,69541.18
2789,163346.23
2790,85096.74
2791,102467.39
2792,57319.37
2793,155528.95
2794,74352.37
2795,98209.016
2796,74075.555
2797,184358.92
2798,91154.01
2799,94149.34
2800,63976.336
2801,93822.0
2802,110351.27
2803,134492.45
2804,120064.33
2805,93103.945
2806,70973.53
2807,131938.3
2808,128566.06
2809,113400.62
2810,110893.54
2811,142819.75
2812,127298.55
2813,132503.84
2814,130646.26
2815,87023.36
2816,215976.28
2817,131078.94
2818,116014.71
2819,146092.5
2820,127653.17
2821,94690.07
2822,171647.75
2823,307521.3
2824,159459.77
2825,133178.45
2826,118294.0
2827,124257.07
2828,202590.4
2829,171557.08
2830,195622.39
2831,152735.73
2832,209058.42
2833,247510.5
2834,183985.86
2835,183861.67
2836,166378.4
2837,144653.98
2838,129306.8
2839,150601.55
2840,168562.3
2841,170228.5
2842,204593.75
2843,126803.58
2844,138903.4
2845,105288.54
2846,174257.73
2847,170015.31
2848,188778.78
2849,170226.22
2850,264216.4
2851,195135.7
2852,192338.44
2853,205565.39
2854,118337.22
2855,170619.22
2856,171417.42
2857,157397.72
2858,171038.23
2859,106098.34
2860,106806.36
2861,114894.93
2862,176497.56
2863,92049.43
2864,234249.7
2865,115601.76
2866,126381.99
2867,82356.5
2868,81953.625
2869,92072.08
2870,117921.85
2871,72367.445
2872,55192.953
2873,80735.99
2874,109620.81
2875,101379.31
2876,132728.72
2877,114306.17
2878,159386.19
2879,111679.016
2880,82313.625
2881,142618.86
2882,142326.05
2883,166168.78
2884,169308.88
2885,153060.17
2886,187979.67
2887,82127.47
2888,116569.57
2889,59490.652
2890,71468.414
2891,118461.43
2892,59733.81
2893,77730.5
2894,60171.49
2895,293340.34
2896,242590.36
2897,165102.84
2898,132404.94
2899,168204.52
2900,135038.69
2901,168026.88
2902,170121.39
2903,264223.47
2904,284162.3
2905,85549.91
2906,165035.16
2907,94967.62
2908,114873.016
2909,131578.8
2910,66932.57
2911,69332.84
2912,124966.06
2913,71851.805
2914,68599.1
2915,77788.87
2916,71506.45
2917,136125.08
2918,96412.2
2919,207793.45
